PY,PT,PG,Have_Funding_Agency,Author_count,Funding_agency_count,Squeezed_Publisher,Contain_Top_All_authors,Contain_Top_All_funding_agencies,Count_of_top_funding_agency,Contain_Top_PU
1997.0,B,4,0,1,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,5,0,1,0,Other Publishers,0.0,0.0,0,0.0
1997.0,S,14,0,1,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,22,0,4,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,20,0,3,0,Other Publishers,0.0,0.0,0,1.0
1997.0,S,6,0,6,0,Other Publishers,0.0,0.0,0,0.0
1997.0,B,5,0,1,0,Other Publishers,0.0,0.0,0,0.0
1997.0,B,3,0,9,0,Other Publishers,0.0,0.0,0,0.0
1997.0,B,4,0,10,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,1,0,3,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,1,0,7,0,Other Publishers,0.0,0.0,0,0.0
1997.0,S,63,1,3,1,Other Publishers,0.0,0.0,0,0.0
1997.0,J,6,0,7,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,14,0,2,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,1,0,4,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,14,0,8,0,Other Publishers,0.0,0.0,0,1.0
1997.0,J,20,0,2,0,Other Publishers,0.0,0.0,0,1.0
1997.0,J,13,0,3,0,Other Publishers,0.0,0.0,0,1.0
1997.0,J,18,0,3,0,Other Publishers,0.0,0.0,0,1.0
1997.0,J,20,0,5,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,11,0,7,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,6,0,5,0,Other Publishers,0.0,0.0,0,1.0
1997.0,J,8,0,4,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,12,0,5,0,Other Publishers,0.0,0.0,0,1.0
1997.0,J,12,1,10,2,Other Publishers,0.0,0.0,0,1.0
1997.0,J,10,1,2,1,Other Publishers,0.0,0.0,0,1.0
1997.0,J,6,1,4,1,Other Publishers,0.0,1.0,1,0.0
1997.0,J,1,0,3,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,1,0,3,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,1,0,4,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,1,0,4,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,7,0,2,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,12,0,3,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,28,0,4,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,10,0,2,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,3,0,1,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,16,0,6,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,15,0,4,0,Other Publishers,0.0,0.0,0,1.0
1997.0,J,4,0,2,0,Other Publishers,0.0,0.0,0,1.0
1997.0,J,16,0,4,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,1,0,1,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,7,0,4,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,10,1,7,1,Other Publishers,0.0,0.0,0,0.0
1997.0,J,5,0,1,0,Other Publishers,0.0,0.0,0,0.0
1997.0,B,8,0,5,0,Other Publishers,0.0,0.0,0,0.0
1997.0,S,6,0,6,0,Other Publishers,0.0,0.0,0,0.0
1997.0,S,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,3,0,2,0,Other Publishers,0.0,0.0,0,0.0
1997.0,B,7,0,4,0,Other Publishers,0.0,0.0,0,0.0
1997.0,S,6,0,5,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,6,0,3,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1997.0,S,12,0,1,0,SPRINGER,0.0,0.0,0,0.0
1997.0,S,16,0,1,0,SPRINGER,0.0,0.0,0,0.0
1997.0,J,5,0,4,0,Other Publishers,0.0,0.0,0,0.0
1997.0,S,14,0,1,0,Other Publishers,0.0,0.0,0,0.0
1997.0,S,10,0,2,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,5,0,3,0,Other Publishers,0.0,0.0,0,0.0
1997.0,B,3,0,1,0,Other Publishers,0.0,0.0,0,0.0
1997.0,B,3,0,1,0,Other Publishers,0.0,0.0,0,0.0
1997.0,B,2,0,3,0,Other Publishers,0.0,0.0,0,0.0
1997.0,S,3,0,4,0,Other Publishers,0.0,0.0,0,0.0
1997.0,B,46,0,1,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,8,0,4,0,Other Publishers,0.0,0.0,0,0.0
1997.0,B,10,0,3,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,1,0,1,0,Other Publishers,0.0,0.0,0,0.0
1997.0,B,8,0,6,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,11,0,3,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,9,0,2,0,Other Publishers,0.0,0.0,0,0.0
1997.0,B,2,0,1,0,SPRINGER,0.0,0.0,0,0.0
1997.0,S,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
1997.0,B,9,0,3,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,5,0,4,0,SPRINGER,0.0,0.0,0,0.0
1997.0,J,5,0,4,0,Other Publishers,0.0,0.0,0,0.0
1997.0,J,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,11,0,5,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,3,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,6,0,5,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,9,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,9,0,6,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,5,0,5,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,9,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,6,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,8,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,17,0,4,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,7,0,4,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,3,0,4,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,4,0,3,0,WILEY,0.0,0.0,0,1.0
1996.0,J,7,1,2,1,Other Publishers,0.0,1.0,1,0.0
1996.0,J,13,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,4,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,8,0,3,0,WILEY-BLACKWELL,0.0,0.0,0,0.0
1996.0,J,11,0,2,0,ROYAL SOC CHEMISTRY,0.0,0.0,0,0.0
1996.0,J,6,0,6,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,11,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,9,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,10,0,5,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,4,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,4,1,5,1,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,0,7,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,3,0,1,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,13,0,9,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,14,0,5,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,6,0,5,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,8,0,7,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,12,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,6,1,3,1,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,0,5,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,7,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,21,0,5,0,SPRINGER,0.0,0.0,0,0.0
1996.0,J,10,0,7,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,5,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,4,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,4,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,5,0,7,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,10,0,2,0,ELSEVIER SCIENCE SA,0.0,0.0,0,0.0
1996.0,J,8,0,5,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,4,0,2,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,8,0,3,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,4,0,7,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,6,0,5,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,11,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,3,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,6,0,6,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,7,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,6,0,5,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,5,0,1,0,Other Publishers,1.0,0.0,0,1.0
1996.0,J,6,0,2,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,6,0,4,0,WILEY,0.0,0.0,0,1.0
1996.0,J,12,0,7,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,8,0,3,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,7,0,2,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,4,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,9,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,7,0,4,0,WILEY-BLACKWELL,0.0,0.0,0,0.0
1996.0,J,1,0,8,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,1.0
1996.0,J,1,0,6,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,1.0
1996.0,J,20,0,1,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,12,0,6,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,6,0,9,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,5,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,7,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,7,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,9,0,7,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,10,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,3,0,3,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,6,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,12,0,2,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,10,0,5,0,WILEY,0.0,0.0,0,1.0
1996.0,J,7,0,4,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,11,1,4,1,Other Publishers,0.0,0.0,0,1.0
1996.0,J,10,0,2,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,11,0,1,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,20,0,4,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,16,0,1,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,17,0,2,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,11,0,4,0,SPRINGER,0.0,0.0,0,0.0
1996.0,J,9,1,1,1,WILEY,0.0,1.0,1,1.0
1996.0,J,1,0,1,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,7,0,9,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,6,1,6,4,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,4,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,1,0,1,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,8,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,7,0,2,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,4,0,3,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,8,0,10,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,4,0,5,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,9,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,6,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,6,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,7,0,7,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,10,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,6,0,1,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,5,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,5,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,4,0,11,0,ELSEVIER SCIENCE SA,0.0,0.0,0,0.0
1996.0,J,6,0,4,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,6,0,3,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,8,0,4,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,11,0,3,0,WILEY,0.0,0.0,0,1.0
1996.0,J,22,0,1,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,4,0,7,0,SPRINGER,0.0,0.0,0,0.0
1996.0,J,1,0,1,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,6,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,2,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,4,0,4,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,4,0,1,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,4,0,1,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,6,0,6,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,5,0,5,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,6,0,13,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,9,0,5,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,4,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,5,0,5,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,8,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,25,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,5,0,5,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,9,0,3,0,WILEY,0.0,0.0,0,1.0
1996.0,J,7,0,6,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,2,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,0,6,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,8,1,4,1,Other Publishers,0.0,1.0,1,0.0
1996.0,J,16,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,1,6,1,Other Publishers,0.0,1.0,1,0.0
1996.0,J,8,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,3,0,6,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,5,0,2,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,1.0
1996.0,J,4,0,1,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,1.0
1996.0,J,7,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,6,0,6,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,6,0,5,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,4,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,12,0,2,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,7,0,1,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,9,0,5,0,WILEY,0.0,0.0,0,1.0
1996.0,J,6,0,4,0,SPRINGER,0.0,0.0,0,0.0
1996.0,J,5,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,9,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,5,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,5,0,1,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,5,0,2,0,WILEY,0.0,0.0,0,1.0
1996.0,J,12,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,4,0,7,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,13,0,7,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,7,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,5,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,7,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,11,1,2,2,Other Publishers,0.0,0.0,0,0.0
1996.0,J,7,1,2,2,Other Publishers,0.0,0.0,0,0.0
1996.0,J,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,0,3,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,8,0,9,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,6,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,1,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,1,3,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,5,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,11,0,3,0,PERGAMON-ELSEVIER SCIENCE LTD,0.0,0.0,0,1.0
1996.0,J,5,1,7,1,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,7,0,6,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,10,0,2,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,4,0,7,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,4,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,11,1,2,1,Other Publishers,0.0,0.0,0,0.0
1996.0,J,10,1,5,1,Other Publishers,0.0,0.0,0,0.0
1996.0,J,6,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,7,0,7,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,8,0,6,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,9,0,7,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,10,0,5,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,4,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,5,0,7,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,9,0,6,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,6,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,2,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,5,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,5,0,6,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,10,0,8,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,9,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,0,7,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,0,4,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,8,0,4,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,1,0,4,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,9,1,2,1,Other Publishers,0.0,0.0,0,0.0
1996.0,J,7,0,5,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,4,0,4,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,8,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,1,0,5,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,8,0,7,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,5,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,10,0,2,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,19,0,2,0,WILEY-V C H VERLAG GMBH,0.0,0.0,0,0.0
1996.0,J,11,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,5,0,5,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,2,0,1,0,Other Publishers,1.0,0.0,0,0.0
1996.0,J,5,0,6,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,5,1,4,1,Other Publishers,0.0,0.0,0,0.0
1996.0,J,7,0,4,0,ROYAL SOC CHEMISTRY,0.0,0.0,0,0.0
1996.0,J,6,0,1,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,2,0,2,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,9,0,5,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,8,0,3,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,4,0,5,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,8,0,3,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,6,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,5,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,4,0,6,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,21,0,5,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,5,0,4,0,SPRINGER,0.0,0.0,0,0.0
1996.0,J,10,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,1,0,1,0,Other Publishers,1.0,0.0,0,0.0
1996.0,J,4,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,5,0,6,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,10,0,7,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,9,0,1,0,SPRINGER,0.0,0.0,0,0.0
1996.0,J,12,0,1,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,8,0,5,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,7,0,3,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,J,1,0,5,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,1,0,7,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,1,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,1,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,6,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,6,0,6,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,6,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,8,1,5,1,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,7,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,10,0,5,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,8,0,2,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,12,0,1,0,WILEY,0.0,0.0,0,1.0
1996.0,J,4,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,24,0,2,0,WILEY,0.0,0.0,0,1.0
1996.0,J,6,0,5,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,0,5,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,7,0,5,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,4,0,8,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,7,0,5,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,6,0,6,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,12,0,3,0,ELSEVIER SCIENCE BV,0.0,0.0,0,1.0
1996.0,S,2,0,6,0,Other Publishers,0.0,0.0,0,0.0
1996.0,S,2,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,B,10,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,0,5,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,7,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,B,5,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,B,5,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,B,2,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,B,2,0,5,0,Other Publishers,0.0,0.0,0,0.0
1996.0,S,39,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,B,6,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,B,7,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,5,0,8,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,24,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,30,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,B,9,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,B,5,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,13,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,0,2,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,17,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,10,0,4,0,Other Publishers,0.0,0.0,0,0.0
1996.0,B,15,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,8,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,10,0,3,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,11,0,2,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,7,0,4,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,J,6,0,1,0,ELSEVIER SCI LTD,0.0,0.0,0,1.0
1996.0,S,48,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,S,38,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,S,11,0,3,0,AMER CHEMICAL SOC,0.0,0.0,0,1.0
1996.0,J,6,0,3,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,42,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,20,0,2,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,36,0,1,0,Other Publishers,0.0,0.0,0,1.0
1996.0,J,30,0,2,0,Other Publishers,0.0,0.0,0,1.0
1996.0,B,3,0,1,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,7,0,5,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,9,0,2,0,Other Publishers,0.0,0.0,0,0.0
1996.0,J,9,0,3,0,Other Publishers,0.0,0.0,0,0.0
