Topic_Year,Topic_num,Sum_Citation,Five_Year_Percent,Three_Year_Percent,Sum_SJR,Avg_SJR,Year,Topic,Growth_Rate,Citation_Growth_Rate,Year_Sum,Topic_Percent_By_Year,Percent_By_Year_Growth_Rate
1_2012,38.0,1871.0,0.2627118644067797,0.4078947368421053,105.56700000000004,1.7026935483870973,2012,1,-0.2692307692307693,0.6855855855855857,2522.0,0.01506740681998414,-0.30545049716342343
1_2013,62.0,1650.0,0.245136186770428,0.38650306748466257,74.207,1.1778888888888888,2013,1,0.631578947368421,-0.11811865312667025,2827.0,0.02193137601697913,0.45555079775845697
1_2014,63.0,736.0,0.19776119402985076,0.29775280898876405,62.935,1.1874528301886793,2014,1,0.016129032258064502,-0.553939393939394,3155.0,0.019968304278922346,-0.08950973876591173
1_2015,53.0,1083.0,0.24210526315789474,0.372972972972973,81.587,1.1824202898550724,2015,1,-0.15873015873015872,0.4714673913043479,3537.0,0.014984450098953916,-0.24958825298095866
1_2016,69.0,1333.0,0.2902298850574713,0.45291479820627795,128.26499999999993,1.2699504950495042,2016,1,0.3018867924528301,0.23084025854108958,3669.0,0.018806214227309895,0.2550486739999074
1_2017,101.0,463.0,0.2571428571428571,0.3680297397769517,123.21000000000002,1.2445454545454548,2017,1,0.46376811594202905,-0.6526631657914479,3938.0,0.025647536820721177,0.36377989268443467
1_2018,99.0,196.0,0.24056603773584906,0.3377483443708609,0.0,0.0,2018,1,-0.01980198019801982,-0.5766738660907127,4194.0,0.023605150214592276,-0.07963285598946146
2_2002,35.0,4484.0,0.3393939393939394,0.6153846153846154,47.39000000000001,0.8462500000000002,2002,2,,,587.0,0.059625212947189095,
2_2003,56.0,4279.0,0.36893203883495146,0.4550898203592814,42.19799999999999,0.5552368421052629,2003,2,0.6000000000000001,-0.045718108831400484,715.0,0.07832167832167833,0.31356643356643366
2_2004,76.0,4032.0,0.3183673469387755,0.37142857142857133,39.489,0.5062692307692308,2004,2,0.3571428571428572,-0.057723767235335344,830.0,0.09156626506024096,0.1691049913941478
2_2005,78.0,4956.0,0.3269230769230769,0.4358974358974359,88.27900000000004,0.7418403361344541,2005,2,0.026315789473684292,0.22916666666666674,974.0,0.08008213552361396,-0.12541878309737386
2_2006,119.0,5367.0,0.2753303964757709,0.3881987577639752,51.58300000000002,0.41266400000000014,2006,2,0.5256410256410255,0.08292978208232449,1326.0,0.08974358974358974,0.1206443129520054
2_2007,125.0,4822.0,0.27898550724637683,0.3869346733668342,96.38900000000004,0.6259025974025978,2007,2,0.050420168067226934,-0.10154648779578912,1145.0,0.1091703056768559,0.21646912039925148
2_2008,154.0,5902.0,0.2676923076923077,0.3841059602649007,138.10500000000005,0.7937068965517244,2008,2,0.23199999999999998,0.2239734549979262,1673.0,0.09205020920502092,-0.1568200836820084
2_2009,174.0,5817.0,0.2403718459495352,0.3555992141453831,148.997,0.8231878453038675,2009,2,0.1298701298701299,-0.014401897661809548,1850.0,0.09405405405405405,0.021769041769041708
2_2010,181.0,7106.0,0.2479240806642942,0.3705673758865248,175.94600000000008,0.8418468899521536,2010,2,0.04022988505747116,0.22159188585181355,2022.0,0.08951533135509397,-0.0482565344429664
2_2011,209.0,6627.0,0.21185510428100987,0.33104631217838765,170.58700000000005,0.8838704663212437,2011,2,0.15469613259668513,-0.06740782437376869,2397.0,0.08719232373800584,-0.02595094697100664
2_2012,193.0,4439.0,0.2171664943123061,0.3431372549019608,188.58700000000002,0.8980333333333332,2012,2,-0.07655502392344493,-0.3301644786479553,2522.0,0.07652656621728787,-0.12232450132612904
2_2013,210.0,4820.0,0.2382324687800192,0.3809523809523809,190.72399999999993,0.7690483870967738,2013,2,0.08808290155440424,0.08583014192385674,2827.0,0.07428369296073577,-0.029308426699608314
2_2014,248.0,2932.0,0.21100917431192664,0.3343023255813953,166.23599999999996,0.7227652173913042,2014,2,0.18095238095238098,-0.39170124481327806,3155.0,0.0786053882725832,0.058178250698060596
2_2015,230.0,2847.0,0.2126899016979446,0.3324022346368715,175.5720000000001,0.737697478991597,2015,2,-0.07258064516129037,-0.028990450204638418,3537.0,0.06502685891998869,-0.17274298430417623
2_2016,238.0,1932.0,0.21922428330522767,0.35714285714285715,196.674,0.7564384615384615,2016,2,0.034782608695652195,-0.32139093782929395,3669.0,0.06486781139275007,-0.0024458743645348058
2_2017,260.0,1313.0,0.22044728434504796,0.3565891472868217,256.67600000000004,0.9299855072463771,2017,2,0.09243697478991586,-0.3203933747412008,3938.0,0.06602336211274759,0.01781393105744078
2_2018,276.0,279.0,0.21623731459797035,0.3407134071340713,0.0,0.0,2018,2,0.06153846153846154,-0.7875095201827875,4194.0,0.06580829756795423,-0.003257400682293299
3_2002,42.0,1864.0,0.2977099236641221,0.4814814814814815,40.216,1.0311794871794873,2002,3,,,587.0,0.07155025553662692,
3_2003,39.0,3582.0,0.3333333333333333,0.3816793893129771,40.13,0.8026000000000001,2003,3,-0.0714285714285714,0.9216738197424892,715.0,0.05454545454545454,-0.23766233766233769
3_2004,50.0,1385.0,0.2598870056497175,0.34074074074074073,29.659000000000002,0.6447608695652174,2004,3,0.28205128205128216,-0.6133445002791736,830.0,0.060240963855421686,0.10441767068273089
3_2005,46.0,5076.0,0.3492647058823529,0.4973821989528796,82.682,0.8703368421052632,2005,3,-0.07999999999999996,2.664981949458484,974.0,0.04722792607802875,-0.2160164271047228
