Topic_Year,Citation_feature,Topic_num,Five_Year_Percent,Three_Year_Percent,Sum_SJR,Avg_SJR,Year,Topic,Growth_Rate,Citation_Growth_Rate,Year_Growth_Rate,Target,Avg_SJR_1,Avg_SJR_2,Avg_SJR_3,Sum_SJR_1,Sum_SJR_2,Sum_SJR_3,Google Trend,Review_AMT
3_2017,0.00025823084753116295,490.0,0.21725239616613418,0.3338008415147265,637.8800000000001,1.3400840336134456,2017,3,0.0652173913043479,-0.1695028416408012,0.07331698010357046,0,1.2094183673469383,1.2593043478260866,1.3973970588235278,592.6149999999998,579.2799999999999,570.1379999999994,7.696296296296296,69.0
3_2018,0.00028006800896746063,476.0,0.21523320496362858,0.3424098025867937,0.0,0.0,2018,3,-0.02857142857142858,0.08456449585738368,0.06500761808024369,0,1.3400840336134456,1.2094183673469383,1.2593043478260866,637.8800000000001,592.6149999999998,579.2799999999999,8.395348837209303,68.0
4_2004,0.000840245026291538,48.0,0.22540983606557377,0.3503184713375796,43.191,0.7852909090909092,2004,4,-0.11111111111111116,-0.25780359061120683,0.16083916083916083,0,1.3087499999999999,0.8676666666666665,,62.81999999999999,46.85399999999999,,1.7950643776824033,1.0
4_2005,0.000502635046113307,55.0,0.26296296296296295,0.40804597701149425,42.871,0.6038169014084508,2005,4,0.14583333333333326,-0.4017994389901822,0.17349397590361448,0,0.7852909090909092,1.3087499999999999,0.8676666666666665,43.191,62.81999999999999,46.85399999999999,1.8502024291497976,0.0
4_2006,0.0005560653116251673,71.0,0.19148936170212766,0.3,49.29800000000001,0.9129259259259261,2006,4,0.290909090909091,0.1063003185412894,0.3613963039014374,0,0.6038169014084508,0.7852909090909092,1.3087499999999999,42.871,43.191,62.81999999999999,1.9759862778730704,2.0
4_2007,0.0007189560452748114,54.0,0.2897196261682243,0.42660550458715596,71.56700000000001,0.7695376344086022,2007,4,-0.23943661971830987,0.2929345352861097,-0.13650075414781293,0,0.9129259259259261,0.6038169014084508,0.7852909090909092,49.29800000000001,42.871,43.191,2.052738336713996,6.0
4_2008,0.000540108830637247,93.0,0.2561307901907357,0.3900414937759336,68.464,0.7283404255319149,2008,4,0.7222222222222223,-0.2487595949891519,0.46113537117903936,1,0.7695376344086022,0.9129259259259261,0.6038169014084508,71.56700000000001,49.29800000000001,42.871,2.1471215351812365,4.0
4_2009,0.0003201911424879644,94.0,0.27102803738317754,0.38283828382838286,104.806,0.9035,2009,4,0.010752688172043001,-0.40717291715044335,0.10579796772265393,0,0.7283404255319149,0.7695376344086022,0.9129259259259261,68.464,71.56700000000001,49.29800000000001,2.4055944055944054,5.0
4_2010,0.0004605973817568519,116.0,0.26239669421487605,0.3768545994065282,139.44800000000004,1.0980157480314963,2010,4,0.23404255319148937,0.4385075682540631,0.09297297297297291,1,0.9035,0.7283404255319149,0.7695376344086022,104.806,68.464,71.56700000000001,2.367149758454106,13.0
4_2011,0.0002667544296991168,127.0,0.21818181818181817,0.3305785123966942,119.771,0.9980916666666667,2011,4,0.09482758620689657,-0.42085118095626584,0.185459940652819,0,1.0980157480314963,0.9035,0.7283404255319149,139.44800000000004,104.806,68.464,2.371794871794872,5.0
