Topic_Year,Citation_feature,Topic_num,Five_Year_Percent,Three_Year_Percent,Sum_SJR,Avg_SJR,Year,Topic,Growth_Rate,Citation_Growth_Rate,Year_Growth_Rate,Target,Avg_SJR_1,Avg_SJR_2,Avg_SJR_3,Sum_SJR_1,Sum_SJR_2,Sum_SJR_3,Review_AMT
2_2010,0.0005240790545011971,144.0,0.2720105124835742,0.4074803149606299,139.2150000000001,0.6725362318840584,2010,2,-0.08280254777070062,0.6138863871263947,0.09297297297297291,-0.17577552074367353,0.7297222222222222,0.71115923566879,0.7195100671140938,105.07999999999998,111.65200000000003,107.20699999999998,4.0
2_2011,0.00027907634723989814,207.0,0.22248520710059172,0.34879406307977734,119.69199999999998,0.636659574468085,2011,2,0.4375,-0.46749188916638784,0.185459940652819,0.252040059347181,0.6725362318840584,0.7297222222222222,0.71115923566879,139.2150000000001,105.07999999999998,111.65200000000003,4.0
2_2012,0.0004798997216654271,188.0,0.2795031055900621,0.40601503759398494,179.0530000000001,0.6631592592592597,2012,2,-0.09178743961352653,0.7196001252406325,0.052148518982060965,-0.1439359585955875,0.636659574468085,0.6725362318840584,0.7297222222222222,119.69199999999998,139.2150000000001,105.07999999999998,15.0
2_2013,0.00021722299026065206,270.0,0.2543778801843318,0.3760217983651226,175.83499999999998,0.6370833333333332,2013,2,0.43617021276595747,-0.5473575406403466,0.12093576526566219,0.3152344475002953,0.6631592592592597,0.636659574468085,0.6725362318840584,179.0530000000001,119.69199999999998,139.2150000000001,9.0
2_2014,0.00029508363308532415,276.0,0.25079617834394907,0.36585365853658536,220.12500000000003,0.6988095238095239,2014,2,0.022222222222222143,0.3584364745704167,0.11602405376724434,-0.0938018315450222,0.6370833333333332,0.6631592592592597,0.636659574468085,175.83499999999998,179.0530000000001,119.69199999999998,13.0
2_2015,0.000232090520472038,315.0,0.22411242603550297,0.3389261744966443,234.71500000000023,0.7746369636963704,2015,2,0.14130434782608692,-0.21347545424544612,0.12107765451664032,0.020226693309446597,0.6988095238095239,0.6370833333333332,0.6631592592592597,220.12500000000003,175.83499999999998,179.0530000000001,8.0
2_2016,0.00021906852738814108,303.0,0.22192513368983957,0.3494736842105263,215.10000000000014,0.6478915662650606,2016,2,-0.03809523809523807,-0.056107388864534924,0.037319762510602095,-0.07541500060584017,0.7746369636963704,0.6988095238095239,0.6370833333333332,234.71500000000023,220.12500000000003,175.83499999999998,19.0
2_2017,0.00022510319282034106,332.0,0.22601010101010102,0.3605236656596173,249.7650000000001,0.6976675977653634,2017,2,0.09570957095709565,0.02754693019644905,0.07331698010357046,0.022392590853525185,0.6478915662650606,0.7746369636963704,0.6988095238095239,215.10000000000014,234.71500000000023,220.12500000000003,15.0
2_2018,0.00021692945577054311,358.0,0.21723518850987433,0.34472934472934474,0.0,0.0,2018,2,0.07831325301204828,-0.03631106670406736,0.06500761808024369,0.013305634931804589,0.6976675977653634,0.6478915662650606,0.7746369636963704,249.7650000000001,215.10000000000014,234.71500000000023,22.0
3_1996,0.006847603338831409,13.0,0.3333333333333333,0.4146341463414634,0.0,0.0,1996,3,-0.9636871508379888,30.56603751440032,,,0.0,0.6976675977653634,0.6478915662650606,0.0,249.7650000000001,215.10000000000014,3.0
3_1997,0.005599302786540078,17.0,0.34782608695652173,0.4444444444444444,0.0,0.0,1997,3,0.3076923076923077,-0.18229743904885143,0.1802721088435375,0.1274201988487702,0.0,0.0,0.6976675977653634,0.0,0.0,249.7650000000001,1.0
3_1998,0.0024754887628403795,24.0,0.2441860465116279,0.3387096774193548,0.0,0.0,1998,3,0.41176470588235303,-0.5578933918717345,0.0835734870317002,0.32819121885065283,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3_1999,0.0031626542832701946,21.0,0.24242424242424243,0.34782608695652173,30.473000000000006,1.2697083333333337,1999,3,-0.125,0.2775878164929986,0.1914893617021276,-0.3164893617021276,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3_2000,0.002280104760323872,24.0,0.22522522522522523,0.35714285714285715,17.328,0.69312,2000,3,0.1428571428571428,-0.2790534291448902,0.1004464285714286,0.04241071428571419,1.2697083333333337,0.0,0.0,30.473000000000006,0.0,0.0,2.0
3_2001,0.004444668667860656,25.0,0.27692307692307694,0.4235294117647059,37.470000000000006,1.0408333333333335,2001,3,0.04166666666666674,0.9493265156945352,0.08924949290060846,-0.04758282623394172,0.69312,1.2697083333333337,0.0,17.328,30.473000000000006,0.0,7.0
3_2002,0.0028009869279710547,36.0,0.2638888888888889,0.3838383838383838,40.309000000000005,1.060763157894737,2002,3,,,,,,,,,,,7.0
3_2003,0.0026566727764685345,38.0,0.33513513513513515,0.45588235294117646,69.57799999999999,1.1222258064516126,2003,3,0.05555555555555558,-0.05152260799983699,0.21805792163543436,-0.16250236607987878,1.060763157894737,,,40.309000000000005,,,5.0
3_2004,0.001516987638518021,62.0,0.34285714285714286,0.45652173913043476,65.08,0.7747619047619048,2004,3,0.631578947368421,-0.4289896550471962,0.16083916083916083,0.4707397865292602,1.1222258064516126,1.060763157894737,,69.57799999999999,40.309000000000005,,10.0
3_2005,0.0010153554175293307,84.0,0.34718100890207715,0.4448669201520912,135.11000000000007,1.1547863247863255,2005,3,0.35483870967741926,-0.3306765383261435,0.17349397590361448,0.18134473377380478,0.7747619047619048,1.1222258064516126,1.060763157894737,65.08,69.57799999999999,40.309000000000005,8.0
3_2006,0.0009087688939730912,117.0,0.2379746835443038,0.31864406779661014,79.647,0.8473085106382979,2006,3,0.3928571428571428,-0.10497459482276361,0.3613963039014374,0.031460838955705395,1.1547863247863255,0.7747619047619048,1.1222258064516126,135.11000000000007,65.08,69.57799999999999,12.0
3_2007,0.0009552670297876351,94.0,0.28024193548387094,0.39714285714285713,146.94399999999996,1.0571510791366903,2007,3,-0.19658119658119655,0.05116607327002187,-0.13650075414781293,-0.06008044243338362,0.8473085106382979,1.1547863247863255,0.7747619047619048,79.647,135.11000000000007,65.08,17.0
3_2008,0.000742532978916265,139.0,0.28618421052631576,0.4275184275184275,194.47499999999997,1.1176724137931033,2008,3,0.47872340425531923,-0.22269589992932448,0.46113537117903936,0.017588033076279874,1.0571510791366903,0.8473085106382979,1.1547863247863255,146.94399999999996,79.647,135.11000000000007,16.0
3_2009,0.0006623642249674919,174.0,0.2681564245810056,0.3801980198019802,277.23999999999984,1.4439583333333326,2009,3,0.2517985611510791,-0.10796659034024347,0.10579796772265393,0.1460005934284252,1.1176724137931033,1.0571510791366903,0.8473085106382979,194.47499999999997,146.94399999999996,79.647,19.0
3_2010,0.0006485960337249522,192.0,0.2834928229665072,0.39303482587064675,368.431,1.554561181434599,2010,3,0.10344827586206895,-0.02078643550414494,0.09297297297297291,0.010475302889096039,1.4439583333333326,1.1176724137931033,1.0571510791366903,277.23999999999984,194.47499999999997,146.94399999999996,33.0
3_2011,0.000485561880239667,237.0,0.2689655172413793,0.3888888888888889,355.7820000000001,1.3032307692307696,2011,3,0.234375,-0.2513647093229412,0.185459940652819,0.04891505934718099,1.554561181434599,1.4439583333333326,1.1176724137931033,368.431,277.23999999999984,194.47499999999997,19.0
3_2012,0.0004607712266606665,273.0,0.25446808510638297,0.3695920889987639,433.80600000000015,1.4508561872909704,2012,3,0.1518987341772151,-0.05105560091900985,0.052148518982060965,0.09975021519515415,1.3032307692307696,1.554561181434599,1.4439583333333326,355.7820000000001,368.431,277.23999999999984,26.0
3_2013,0.00049608417159431,299.0,0.26288659793814434,0.38428417653390745,473.2249999999997,1.325560224089635,2013,3,0.09523809523809534,0.07663878057136064,0.12093576526566219,-0.025697670027566843,1.4508561872909704,1.3032307692307696,1.554561181434599,433.80600000000015,355.7820000000001,368.431,30.0
3_2014,0.0003676717143573937,357.0,0.25921219822109276,0.38345864661654133,570.1379999999994,1.3973970588235278,2014,3,0.19397993311036799,-0.2588521557223359,0.11602405376724434,0.07795587934312365,1.325560224089635,1.4508561872909704,1.3032307692307696,473.2249999999997,433.80600000000015,355.7820000000001,45.0
3_2015,0.0003356274304055305,408.0,0.25598219254312743,0.37551020408163266,579.2799999999999,1.2593043478260866,2015,3,0.1428571428571428,-0.08715460749508364,0.12107765451664032,0.021779488340502473,1.3973970588235278,1.325560224089635,1.4508561872909704,570.1379999999994,473.2249999999997,433.80600000000015,59.0
3_2016,0.00031093525719142243,460.0,0.24329692154915591,0.36082474226804123,592.6149999999998,1.2094183673469383,2016,3,0.12745098039215685,-0.07357018818239358,0.037319762510602095,0.09013121788155476,1.2593043478260866,1.3973970588235278,1.325560224089635,579.2799999999999,570.1379999999994,473.2249999999997,53.0
3_2017,0.00025823084753116295,490.0,0.21725239616613418,0.3338008415147265,637.8800000000001,1.3400840336134456,2017,3,0.0652173913043479,-0.1695028416408012,0.07331698010357046,-0.008099588799222568,1.2094183673469383,1.2593043478260866,1.3973970588235278,592.6149999999998,579.2799999999999,570.1379999999994,69.0
3_2018,0.00028006800896746063,476.0,0.21523320496362858,0.3424098025867937,0.0,0.0,2018,3,-0.02857142857142858,0.08456449585738368,0.06500761808024369,-0.09357904665167227,1.3400840336134456,1.2094183673469383,1.2593043478260866,637.8800000000001,592.6149999999998,579.2799999999999,68.0
4_1996,0.002714050082471135,26.0,0.25806451612903225,0.3595505617977528,0.0,0.0,1996,4,-0.9453781512605042,8.690682247062583,,,0.0,1.3400840336134456,1.2094183673469383,0.0,637.8800000000001,592.6149999999998,0.0
4_1997,0.0005859118919627639,32.0,0.16030534351145037,0.26582278481012656,0.0,0.0,1997,4,0.23076923076923084,-0.7841189830110677,0.1802721088435375,0.05049712192569333,0.0,0.0,1.3400840336134456,0.0,0.0,637.8800000000001,0.0
4_1998,0.0014883562921689348,21.0,0.2198581560283688,0.36904761904761907,0.0,0.0,1998,4,-0.34375,1.5402390915518804,0.0835734870317002,-0.4273234870317002,0.0,0.0,0.0,0.0,0.0,0.0,2.0
4_1999,0.0014503711471067083,31.0,0.25675675675675674,0.4222222222222222,24.973000000000003,0.6571842105263158,1999,4,0.4761904761904763,-0.02552154028043374,0.1914893617021276,0.28470111448834867,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4_2000,0.0012398547411521111,38.0,0.2694610778443114,0.39473684210526316,28.95,0.6433333333333333,2000,4,0.22580645161290325,-0.14514657601576575,0.1004464285714286,0.12536002304147464,0.6571842105263158,0.0,0.0,24.973000000000003,0.0,0.0,1.0
4_2001,0.0007298472197697786,45.0,0.23728813559322035,0.336,23.597,0.5618333333333334,2001,4,0.18421052631578938,-0.4113445748559367,0.08924949290060846,0.09496103341518092,0.6433333333333333,0.6571842105263158,0.0,28.95,24.973000000000003,0.0,4.0
4_2002,0.0019971380515598205,42.0,0.2571428571428571,0.3829787234042553,46.85399999999999,0.8676666666666665,2002,4,,,,,,,,,,,4.0
4_2003,0.0011321060243116628,54.0,0.21145374449339208,0.3333333333333333,62.81999999999999,1.3087499999999999,2003,4,0.2857142857142858,-0.433135819816033,0.21805792163543436,0.06765636407885145,0.8676666666666665,,,46.85399999999999,,,5.0
4_2004,0.000840245026291538,48.0,0.22540983606557377,0.3503184713375796,43.191,0.7852909090909092,2004,4,-0.11111111111111116,-0.25780359061120683,0.16083916083916083,-0.271950271950272,1.3087499999999999,0.8676666666666665,,62.81999999999999,46.85399999999999,,1.0
4_2005,0.000502635046113307,55.0,0.26296296296296295,0.40804597701149425,42.871,0.6038169014084508,2005,4,0.14583333333333326,-0.4017994389901822,0.17349397590361448,-0.027660642570281224,0.7852909090909092,1.3087499999999999,0.8676666666666665,43.191,62.81999999999999,46.85399999999999,0.0
